編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,立案日期,核定床數,備註
11,私立,財團法人臺中市私立好耆老人長期照顧中心(養護型),王志財,梧棲區,臺中市梧棲區南簡里027鄰星美路197號,04-26630197,養護,105.05.22,82,
12,私立,臺中市私立溫興長期照顧中心(養護型),賴興建,中區,臺中市中區繼光里024鄰雙十路一段19巷6號,04-22230938,養護,102.03.06,28,
13,私立,台中市私立麗安老人長期照顧中心(養護型),張軒維,中區,臺中市中區中華里024鄰成功路341號3、4樓,04-22250345,"長照
養護",103.03.06,48,
14,私立,臺中市私立麗新長期照顧中心(養護型),黃茗美,中區,臺中市中區中華里024鄰成功路341號2樓,04-22250345,養護,106.09.01,37,
15,私立,臺中市私立惠群老人長期照顧中心(養護型),張淑媚,東區,臺中市東區干城里004鄰自由路三段276號5樓,04-22130557,養護,93.12.17,47,
16,私立,臺中市私立德康老人長期照顧中心(養護型),張夢庭,東區,臺中市東區東勢里021鄰玉皇街63號3~5樓,04-22154171,養護,89.10.18,49,
17,私立,臺中市私立敬馨老人長期照顧中心(養護型),吳祐萱,東區,臺中市東區旱溪里019鄰自由路三段314巷12號,04-22116802,養護,104.12.16,49,
18,私立,臺中市私立福祿貝老老人養護中心,于宗元,西區,臺中市西區和龍里014鄰梅川東路二段11號 ,04-22026788,養護,87.07.03,46,
19,私立,台中市私立貝思特老人長期照顧中心(養護型),于宗聖,西區,臺中市西區和龍里014鄰梅川東路二段11號 ,04-22026788,"長照
養護",98.10.08,26,
20,私立,台中市私立大墩老人養護中心,林秀蜜,西區,臺中市西區公正里011鄰向上路一段451號3~6樓,04-24735983 04-24716768,養護,90.02.21,48,
21,私立,臺中市私立長庚老人養護中心,黃金梅,西區,臺中市西區忠誠里029鄰精誠路72號3、4樓,04-23103586,養護,91.01.28,40,
22,私立,台中市私立祥和老人養護中心,黃芬輕,南區,臺中市南區樹義里014鄰大慶街一段242號,04-22605999,養護,90.01.12,45,
23,私立,臺中市私立沐陽306老人長期照顧中心(養護型),蕭曉婷,南區,臺中市南區長榮里010鄰復興路三段304號,04-22222859,養護,106.05.11,49,
24,私立,臺中市私立永和老人養護中心,陳其宏,北區,臺中市北區淡溝里016鄰西屯路一段250巷1號,04-22030609,養護,90.07.23,49,
25,私立,台中市私立信望愛老人養護中心,王興源,北區,臺中市北區育德里002鄰美德街211號2樓~6樓,04-22031097 04-22057036,養護,91.03.29,49,
26,私立,台中市私立慈恩老人養護中心,黃麗美,北區,臺中市北區賴村里015鄰健行路518巷15弄2號,04-22039778,養護,91.06.17,48,
27,私立,臺中市私立杏林老人長期照顧中心(養護型),張夢庭,西屯區,臺中市西屯區福雅里024鄰西屯路三段153-5號3樓~6樓,04-24618119,養護,89.01.26,49,
28,私立,台中市私立玫園老人長期照顧中心(養護型),沈民慈,西屯區,臺中市西屯區福順路66號,04-24623902 04-24626799,養護,92.12.11,49,
29,私立,臺中市私立長青老人養護中心,賴景明,西屯區,臺中市西屯區何南里022鄰大墩二十街116、118號,04-23107959,養護,90.12.13,47,
30,私立,臺中市私立安健老人養護中心,童耀洲,西屯區,臺中市西屯區何明里006鄰太原路一段25號,04-23119033,養護,92.02.14,49,
31,私立,台中市私立善心園老人長期照顧中心(養護型),陳峨梅,西屯區,臺中市西屯區林厝里009鄰福雅路550號,04-24635886,養護,103.11.24,49,
32,私立,台中市私立至善園老人養護中心,黃信堯,南屯區,臺中市南屯區南屯里021鄰五福街205號,04-23852299,養護,95.05.15,49,
33,私立,臺中市私立葳采老人長期照顧中心(養護型),黃信堯,南屯區,臺中市南屯區春社里033鄰永春南路188巷71號,04-23807788,養護,100.11.07,43,
34,私立,臺中市私立真善美老人長期照顧中心(養護型),顏志剛,北屯區,臺中市北屯區三和里005鄰東山路一段50巷63號,04-24363201 04-24369228,養護,91.05.24,49,
35,私立,台中市私立惠恩老人養護中心,張惠珍,北屯區,臺中市北屯區仁美里027鄰崇德18路213號,04-24223627,養護,89.07.12,45,
36,私立,臺中市私立同心居老人養護中心,陳龍飛,北屯區,臺中市北屯區仁和里023鄰崇德十路二段266號,04-24225880 04-24225958,養護,92.07.07,49,
37,私立,臺中市私立長生老人養護中心,張良卿,北屯區,臺中市北屯區仁美里001鄰崇德路三段942號,04-24226226,養護,87.07.18,49,
38,私立,台中市私立大德老人養護中心,吳錦煽,北屯區,臺中市北屯區忠平里008鄰陳平一街36巷30號、32號,04-22930666 04-22989030,養護,91.03.08,36,
39,私立,臺中市私立欣德老人長期照顧中心(養護型),吳錦煽,北屯區,臺中市北屯區平德里012鄰青島路三段13號,04-22316611,"長照
養護",97.02.25,46,
40,私立,台中市私立永春老人長期照顧中心(養護型),古錦瑜,北屯區,臺中市北屯區和平里023鄰東山路一段308號2樓,04-24368956,養護,99.07.13,46,
41,私立,台中市私立永安老人長期照顧中心(養護型),賴玉娟,北屯區,臺中市北屯區三光里012鄰北平路四段199號,04-22389266,養護,102.10.09,47,
42,私立,台中市私立嘉民老人長期照顧中心(養護型),張美紅,北屯區,中市北屯區和平里023鄰環中東路二段255號3樓,04-24370892,養護,103.01.09,48,
43,私立,台中市私立福欣老人長期照顧中心(養護型),吳伊娟,北屯區,臺中市北屯區和平里023鄰東山路一段308號5樓,04-24376502,養護,103.8.19,46,
44,私立,臺中市私立享壽老人長期照顧中心(養護型),陳姝沫,烏日區,臺中市烏日區仁德里015鄰麻園東街76號,04-23385355,養護,105.10.31,49,
45,私立,臺中市私立昇柏老人養護中心,陳惠娟,烏日區,臺中市烏日區學田里001鄰學田路732號,04-23381438,養護,93.11.24,34,
46,私立,臺中市私立泰安老人長期照顧中心(養護型),陳偉春,烏日區,臺中市烏日區九德里025鄰中山路一段548號8、9樓,04-23380707,養護,94.11.15,49,
47,私立,臺中市私立福碩老人長期照顧中心(養護型),陳健棋,烏日區,臺中市烏日區烏日里020鄰一德街1號,04-23386608,養護,106.09.12,47,
48,私立,臺中市私立清心老人養護中心,柯文華,大里區,臺中市大里區大元里001鄰內元路158號,04-24864567,養護,90.03.20,49,
49,私立,台中市私立全家老人養護中心,廖明琳,大里區,臺中市大里區大元里022鄰東里路77號1、2樓,04-24180505,養護,90.05.22,49,
50,私立,臺中市私立健民老人長期照顧中心(養護型),黃至聖,霧峰區,臺中市霧峰區萬豐里007鄰中正路129號1樓,04-23328287,養護,96.01.09,39,
51,私立,臺中市私立皇家老人養護中心,張銓彬,沙鹿區,臺中市沙鹿區埔子里016鄰正義路97巷30號,04-26336666,養護,104.12.31,40,
52,私立,臺中市私立康祥老人長期照顧中心(養護型),張淑貞,沙鹿區,臺中市沙鹿區三鹿里023鄰保成六街90號,04-26367669,養護,"92.12.23
(吳心)
107.07.02
(張銓彬)",32,
53,私立,臺中市私立育沛老人長期照顧中心(養護型),鄭杰立,梧棲區,臺中市梧棲區草湳里21鄰自強三街96巷8號,04-26392378,養護,98.03.25,26,
54,私立,臺中市私立健德老人養護中心,童鄭寶月,大雅區,臺中市大雅區六寶里002鄰光復路2-5號,04-25604290,"長照
養護",102.11.20,49,
55,私立,臺中市私立孝親園老人長期照顧中心(養護型),呂燦陽,潭子區,臺中市潭子區大豐里012鄰雅豐街197巷8號,04-25345412,養護,95.04.03,49,
56,私立,臺中市私立松群老人養護中心,王衍三,神岡區,臺中市神岡區圳前里004鄰神圳路82號,04-25625627,養護,93.04.29,48,
57,私立,臺中市私立豐原長生老人養護中心,張良卿,豐原區,臺中市豐原區南村里017鄰水源路407號,04-25151111,養護,91.09.13,49,
58,私立,臺中市私立健安老人養護中心,鍾彬翊,豐原區,臺中市豐原區南田里011鄰南田街41號,04-25255777,養護,90.04.10,49,
59,私立,臺中市私立太夫老人長期照顧中心(養護型),陳盈琪,豐原區,臺中市豐原區東湳里005鄰角潭路二段119巷22號1樓,04-25232048,養護,92.02.10,20,
60,私立,臺中市私立豐盛老人長期照顧中心,林玨,豐原區,臺中市豐原區南陽里027鄰圓環東路241號,04-25122371,長照,106.10.13,23,
61,私立,臺中市私立愛老郎老人長期照顧中心(養護型),宋淑娟,豐原區,臺中市豐原區東湳里002鄰三豐路2段396巷69號,04-25293499,"長照
養護",100.10.27,49,
62,私立,臺中市私立桃太郎老人養護中心,張邁轟,后里區,臺中市后里區墩南里010鄰南村路333巷42-36號3、4樓,04-25561811,養護,102.04.03,46,
63,私立,臺中市私立健復老人長期照顧中心(養護型),邱良夷,后里區,臺中市后里區三月路5-10號,04-25570002,養護,88.06.21,49,
64,私立,臺中市私立常春老人養護中心,黃淑娟,外埔區,臺中市外埔區三崁里008鄰三崁路72之3號 ,04-26839990,養護　,107.4.25,45,
65,私立,臺中市私立安宜田園老人長期照顧中心(養護型),施品華,外埔區,臺中市外埔區鐵山里017鄰長生路425號,04-26838781,養護,91.10.04,49,
66,私立,臺中市私立永和老人長期照顧中心(養護型),林富美,大甲區,臺中市大甲區文武里001鄰育英路128號,04-26870788,養護,98.03.12,48,
