編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,立案日期,核定床數,備註
26,私立,新北市私立清平養老院老人長期照顧中心（養護型）,陳意春,三峽區,新北市三峽區介壽路1段278號4樓,02-86725678,養護,101.08,48,
27,私立,新北市私立清心養老院老人長期照顧中心（養護型）,許月瑛,三峽區,新北市三峽區介壽路1段278號5樓,02-86721354,養護,101.07,48,
28,私立,新北市私立清氣養老院老人長期照顧中心（養護型）,盧蕓華,三峽區,新北市三峽區介壽路1段278號6樓,02-86721354,養護,101.04,48,
29,私立,新北市私立清福養老院老人長期照顧中心（養護型）,洪佳穗,三峽區,新北市三峽區介壽路1段278號7樓,02-86725678,養護,101.03,48,
30,私立,新北市私立清景養老院老人長期照顧中心(養護型),陳如山,三峽區,新北市三峽區介壽路1段280號3樓,02-86725678,養護,105.05,48,
31,私立,新北市私立清風養老院老人長期照顧中心(養護型),陳文堯,三峽區,新北市三峽區介壽路1段280號4樓,02-86725678,養護,105.08,48,
32,私立,新北市私立清照養老院老人長期照顧中心(養護型),施定宏,三峽區,新北市三峽區介壽路1段280號5樓,02-86725678,養護,103.03,48,
33,私立,新北市私立清日養老院老人長期照顧中心(養護型),陳意星,三峽區,新北市三峽區介壽路1段280號6樓,02-86722937,養護,102.08,48,
34,私立,新北市私立清春養老院老人長期照顧中心（養護型）,陳文堯,三峽區,新北市三峽區介壽路1段280號7樓,02-86726395,養護,102.01,48,
35,私立,新北市私立清涼養老院老人長期照顧中心(養護型),許月瑛,三峽區,新北市三峽區介壽路1段286號3樓,02-86725678,養護,104.07,48,
36,私立,新北市私立清清養老院老人長期照顧中心(養護型),盧蕓華,三峽區,新北市三峽區介壽路1段286號4樓,02-86725678,養護,103.08,48,
37,私立,新北市私立東海老人長期照顧中心(養護型),王國強,新店區,新北市新店區寶興路37號4樓,02-29143333,養護,94.08,38,
37,私立,新北市私立清水養老院老人長期照顧中心(養護型),洪佳穗,三峽區,新北市三峽區介壽路1段286號5樓,02-86725678,養護,103.07,48,
38,私立,新北市私立清泉養老院老人長期照顧中心 (養護型),陳意千,三峽區,新北市三峽區介壽路1段286號6樓,02-86725678,養護,103.02,48,
39,私立,新北市私立清山養老院老人長期照顧中心（養護型）,陳意峰,三峽區,新北市三峽區介壽路1段286號7樓,02-86725678,養護,102.03,48,
40,私立,新北市私立衡安老人長期照顧中心（養護型）,徐慶鍾,三峽區,新北市三峽區文化路59巷7號之2、8樓之2,02-86711558,養護,98.01,49,
41,私立,新北市私立安新老人長期照顧中心（養護型）,鄭淑芬,三峽區,新北市三峽區民生街83號4樓、85號4樓、85號5樓,02-86710158,養護,89.09,49,
42,私立,新北市私立主恩福老人長期照顧中心(養護型),張旭廷,三峽區,新北市三峽區和平街65-5、65-7號、65-4號2樓之1,02-86713896,養護,91.06,47,
43,私立,新北市私立廣春老人長期照顧中心(養護型),劉建均,三峽區,新北市三峽區復興路176號2樓,02-86715396,養護,95.12,40,
44,私立,新北市私立鴻欣老人長期照顧中心（養護型）,劉宜棟,三峽區,新北市三峽區復興路176號3樓,02-86715396,養護,91.11,40,
45,私立,新北市私立智理老人長期照顧中心（養護型）,周士揚,三峽區,新北市三峽區復興路1號3樓之1、3樓之2、3樓之3,02-26741007,養護,101.09,23,
46,私立,新北市私立同心老人長期照顧中心(養護型),林順凱,土城區,新北市土城區中央路4段127號9-10樓、9-11樓之1,02-22679979,養護,96.05,48,
47,私立,新北市私立博楷老人長期照顧中心（養護型）,許旭隆,土城區,新北市土城區中央路4段84號2-3樓、86巷2號1-3樓、88號1-3樓、90號3樓,02-22672952,養護,101.11,47,
48,私立,新北市私立博群老人長期照顧中心（養護型）,許博鈞,土城區,新北市土城區中央路4段84號4-5樓、86巷2號4-5樓、88號4-5樓、90號4-5樓,02-22677356,養護,101.07,47,
49,私立,新北市私立連馨老人長期照顧中心（養護型）,連雅萍,土城區,新北市土城區中正路2號3樓,02-22635701,養護,98.11,49,
50,私立,新北市私立銀享家園老人長期照顧中心(養護型),林育民,土城區,新北市土城區日新街33巷8號1樓、2樓,02-22658289,養護,106.07,49,
51,私立,新北市私立銀享樂園老人長期照顧中心(養護型),楊文一,土城區,新北市土城區日新街33巷8號3樓、4樓,02-22658299,養護,106.07,49,
52,私立,新北市私立迦勒老人長期照顧中心（養護型）,林美燕,土城區,新北市土城區延壽路9號(1樓、2樓),02-82621966,養護,95.1,38,
53,私立,新北市私立大眾老人養護中心,莊潘彩雲,土城區,新北市土城區清水路114號2樓,02-22602532,養護,94.03,31,
54,私立,新北市私立永泰老人養護中心,謝文化,中和區,新北市中和區中山路2段101號1樓-4樓,02-22409933,養護,93.04,20,
55,私立,新北市私立雙和老人長期照顧中心（養護型）,顏詩庭,中和區,新北市中和區中山路2段133號2樓,02-82458280,養護,103.01,34,
56,私立,新北市私立慈美老人養護中心,張美素,中和區,新北市中和區中山路2段315巷2號6樓,02-22467727,養護,96.09,49,
57,私立,新北市私立合樂老人長期照顧中心（養護型）,林淑美,中和區,新北市中和區中山路2段327巷11弄17號3樓,02-82458130,養護,102.04,39,
58,私立,新北市私立和樂老人長期照顧中心（養護型）,林淑美,中和區,新北市中和區中山路2段327巷11弄17號5樓,02-82458131,養護,97.11,39,
59,私立,新北市私立闔樂老人長期照顧中心(養護型),蕭美寧,中和區,新北市中和區中山路2段327巷1號2樓,02-22422502,養護,105.01,49,
60,私立,新北市私立忠祥老人長期照顧中心（養護型）,陳韋君,中和區,新北市中和區中山路2段327巷1號4樓,02-22473386,養護,97.06,41,
61,私立,新北市私立逢海老人長期照顧中心（養護型）,秦嗣文,中和區,新北市中和區中山路2段327巷1號5樓,02-22451915,養護,102.09,49,
62,私立,新北市私立逢源老人長期照顧中心(養護型）,周素梅,中和區,新北市中和區中山路2段327巷9號3樓,02-22450139,養護,106.01,49,
63,私立,新北市私立福泰老人老人長期照顧中心（養護型）,張志祥,中和區,新北市中和區中山路2段371號4樓,02-22233325,養護,104.09,43,
64,私立,新北市私立中原老人長期照顧中心（養護型）,黃明發,中和區,新北市中和區中山路2段560號6樓、6樓之1,02-22286187,養護,104.1,42,
65,私立,新北市私立一德老人長期照顧中心（養護型）,鍾昭明,中和區,新北市中和區中山路2段560號7樓,02-22286655,養護,104.01,42,
66,私立,新北市私立皇佳老人長期照顧中心（養護型）,黃伯超,中和區,新北市中和區中山路2段562號10樓,02-22286187,養護,98.04,42,
67,私立,新北市私立怡安老人長期照顧中心（養護型）,許修齊,中和區,新北市中和區中正路770號5樓,02-82213542,養護,102.01,47,
68,私立,新北市私立怡和老人長期照顧中心（養護型）,劉江裕,中和區,新北市中和區中正路772號5樓,02-82213540,養護,102.04,47,
69,私立,新北市私立慈和老人長期照顧中心（養護型）,宋燕凌,中和區,新北市中和區中正路909號2樓,02-22212393,養護,102.12,32,
70,私立,新北市私立慈安老人長期照顧中心（養護型）,宋王素娥,中和區,新北市中和區中正路909號3樓,02-22212393,養護,102.11,32,
71,私立,新北市私立慈鴻老人長期照顧中心(養護型),宋燕凌,中和區,新北市中和區中正路909號4樓,02-22588868,養護,106.07,32,
72,私立,新北市私立?慈老人長期照顧中心（養護型）,吳佳鈴,中和區,新北市中和區中正路909號5樓,02-82286093,養護,102.06,36,
73,私立,新北市私立禾藝老人長期照顧中心（養護型）,林瑞明,中和區,新北市中和區中正路909號7樓,02-22226268,養護,106.06,32,
74,私立,新北市私立連城老人長期照顧中心（養護型）,林佳慧,中和區,新北市中和區板南路335號4樓、337號4樓,02-22479996,養護,97.1,48,
75,私立,新北市私立美馨老人長期照顧中心（養護型）,周素蓮,中和區,新北市中和區板南路337號5樓,02-22451915,養護,100.08,28,
76,私立,新北市私立安怡老人長期照顧中心(養護型),李倩穎,中和區,新北市中和區建一路87號3樓,02-22287623,養護,103.11,43,
77,私立,新北市私立永順老人養護中心,蘇旭志,中和區,新北市中和區建康路2號5樓、2之2號5樓,02-32340828,養護,89.06,47,
78,私立,新北市私立展欣老人長期照顧中心（養護型）,朱台玉,中和區,新北市中和區員山路506號2樓,02-22267373,養護,101.04,41,
79,私立,新北市私立享居老人長期照顧中心（養護型）,謝叔純,中和區,新北市中和區員山路506號6樓,02-22250966,養護,106.06,46,
80,私立,新北市私立仁安老人長期照顧中心（養護型）,廖貞婷,中和區,新北市中和區連城路164號2樓,02-22481617,養護,100.03,37,
81,私立,新北市私立仁和老人長期照顧中心（養護型）,廖茂良,中和區,新北市中和區連城路164號4樓、164之2號4樓,02-22481607,養護,104.08,40,
82,私立,新北市私立祥逸老人長期照顧中心（養護型）,周素梅,中和區,新北市中和區景平路726-8號、726-6號2樓之1、726-6號2樓之2、726-6號2樓之3,02-82453559,養護,101.1,30,
83,私立,新北市私立宜安老人長期照顧中心（養護型）,黃明發,中和區,新北市中和區景安路48號7樓,02-22409304,養護,98.07,47,
84,私立,新北市私立御林園老人長期照顧中心（養護型）,儲明哲,中和區,新北市中和區圓通路367巷33弄6號,02-22492772,養護,104.01,19,
85,私立,新北市私立中山老人長期照顧中心（養護型）,朱立忠,中和區,新北市中和區橋安街6號2、3樓,02-22438323,養護,104.08,24,
86,私立,新北市私立五股愛心老人長期照顧中心（養護型）,余素欣,五股區,新北市五股區成泰路2段5號、5號2樓、5號3樓、5號4樓、7號2樓、7號3樓、7號4樓、9號2樓、9號3樓、9號4樓,02-22936066,養護,99.11,48,
87,私立,新北市私立再芳老人長期照顧中心（養護型）,陳丁福,五股區,新北市五股區成泰路4段10號3樓之2,02-22923158,養護,101.06,39,
88,私立,新北市私立明泰老人長期照顧中心（養護型）,石明瑋,五股區,新北市五股區成泰路4段10號3樓之3,02-22930992,養護,101.07,35,
89,私立,新北市私立松永老人長期照顧中心（養護型）,李秋龍,永和區,新北市永和區中正路455號8樓、8樓之1、8樓之2、8樓之3、8樓之4、8樓之5、8樓之6,02-29237197,養護,100.11,47,
90,私立,新北市私立寶貝爹娘老人長期照顧中心（養護型）,陳建瑞,永和區,新北市永和區中正路588號4樓,02-29230306,養護,93.03,48,
91,私立,新北市私立宏德老人長期照顧中心（養護型）,魏嘉源,永和區,新北市永和區永平路81巷2號(2層)、4號(2層)、12號2樓(2層),02-29231336,養護,88.12,47,
92,私立,新北市私立育昇老人長期照顧中心（養護型）,張吉雄,永和區,新北市永和區永和路1段57號（5至8層）,02-29261199,養護,101.12,49,
93,私立,新北市私立永恩老人長期照顧中心（養護型）,陳建忠,永和區,新北市永和區永和路2段209號4樓,02-29283862,養護,95.03,48,
94,私立,新北市私立永康老人長期照顧中心（養護型）,郭仕慧,永和區,新北市永和區永和路2段209號5樓,02-29283862,養護,89.12,48,
95,私立,新北市私立寶安老人長期照顧心（養護型）,張靜如,永和區,新北市永和區竹林路73號2樓、3樓,02-89281517,養護,100.07,47,
96,私立,新北市私立福和老人長期照顧中心(養護型),劉景文,永和區,新北市永和區福和路160號2樓,02-89277187,養護,102.12,19,
97,私立,財團法人臺北市私立恆安老人長期照顧中心附設新北市私立大同老人長期照顧中心(養護),胡世賢,汐止區,新北市汐止區大同路3段425號3樓、4樓,02-86489888,養護,105.06,196,
98,私立,財團法人中華文化社會福利事業基金會附設新北市私立翠柏新村老人安養中心,張正中,汐止區,新北市汐止區永春一路5號,"02-2645-1001
2645-1002","養護
安養",104.04,295,
99,私立,新北市私立德馨老人長期照顧中心(養護型),蘇昭惠,汐止區,新北市汐止區和平街8號5樓,02-26471288,養護,75.1,49,
100,私立,新北市私立健銓老人長期照顧中心(養護型),郭維銓,汐止區,新北市汐止區和平街8號四樓,02-26422467,養護,106.07,40,
101,私立,新北市私立祥恩老人養護中心,鄭阿玉,汐止區,新北市汐止區青山路15號1樓-3樓,02-86424959,養護,105.05,39,
102,私立,新北市私立祥和老人養護中心,鄭裕聰,汐止區,新北市汐止區青山路15號4樓、4樓之1、5樓,02-26499691,養護,90.03,33,
103,私立,新北市私立童心老人長期照顧中心（養護型）,林淑容,汐止區,新北市汐止區南陽街90巷14號,02-26940170,養護,89.04,49,
104,私立,新北市私立安濟老人長期照顧中心(養護型),魏惜,汐止區,新北市汐止區福德一路351巷11弄18號2樓,02-26951800,養護,101.12,21,
105,私立,新北市私立百睿老人長期照顧中心(養護型),郭國清,汐止區,新北市汐止區福德路38號10樓、10樓之1~10樓之7,02-86933112,養護,97.06,42,
106,私立,新北市私立百齡家園老人長期照顧中心（養護型）,郭淑真,汐止區,新北市汐止區福德路38號11樓、11樓之1、11樓之2、11樓之3、11樓之4、11樓之5、11樓之6、11樓之7,02-86931606,養護,106.07,40,
107,私立,新北市私立幸福家園老人長期照顧中心(養護型),李倩穎,汐止區,新北市汐止區福德路38號12樓、12樓之1、12樓之2、12樓之3、12樓之4、12樓之5、12樓之6,02-26926777,養護,101.1,42,
108,私立,新北市私立好家園老人長期照顧中心（養護型）,李質穎,汐止區,新北市汐止區福德路38號2樓、2樓之1,02-26926777,養護,104.12,41,
109,私立,新北市私立新陽光老人長期照顧中心(養護型),盧嘉富,汐止區,新北市汐止區福德路38號4樓、4樓之1,02-26933978,養護,99.01,49,
110,私立,新北市私立天愛老人長期照顧中心(養護型),陳玉美,汐止區,新北市汐止區福德路38號8樓、8樓之1、8樓之2、8樓之3、8樓之4、8樓之5、8樓之6、8樓之7,02-26932239,養護,100.07,49,
111,私立,新北市私立銀泰老人長期照顧中心（養護型）,潘扶適,汐止區,新北市汐止區福德路38號6樓之1、之2、之3、之4、之5、之6,02-26934386,養護,100.01,20,
112,私立,新北市私立美麗家園老人長期照顧心（養護型）,王宇文,汐止區,新北市汐止區福德路38號7樓、7樓之1、7樓之2、7樓之3、7樓之4、7樓之5、7樓之6、7樓之7,02-26926111,養護,96.09,48,
113,私立,新北市私立百寧老人長期照顧中心(養護型),郭翁素鄰,汐止區,新北市汐止區福德路38號9樓、38號9樓之1、38號9樓之2、38號9樓之3、38號9樓之4、38號9樓之5、38號9樓之6、38號9樓之7,02-86931901,養護,103.12,40,
114,私立,新北市私立東宜老人長期照顧中心（養護型）,林秋紅,板橋區,新北市板橋區大觀路2段159號之1、159號之2、159號之3,02-22755050,養護,100.04,40,
115,私立,新北市私立寶樺老人長期照顧中心（養護型）,嚴貴華,板橋區,新北市板橋區大觀路3段201、201-1、201-2、201-3號,02-26820680,養護,101.11,47,
116,私立,新北市私立康達老人長期照顧中心（養護型）,張榮台,板橋區,新北市板橋區大觀路3段220巷22號2~6樓,02-26878791,養護,106.08,47,
117,私立,新北市私立松和老人長期照顧中心(養護型),李湛博,板橋區,新北市板橋區大觀路3段236號7樓,02-26823334,養護,106.05,46,
118,私立,新北市私立松樹老人長期照顧中心(養護型),李怡禎,板橋區,新北市板橋區大觀路3段236號7樓之1,02-25116881,養護,104.11,47,
119,私立,新北市私立松林老人長期照顧中心(養護型),李怡禎,板橋區,新北市板橋區大觀路3段236號7樓之2,02-25116881,養護,99.07,41,
120,私立,新北市私立春天老人長期照顧中心（養護型）,陳春丹,板橋區,新北市板橋區大觀路3段236號8樓,02-26841858,養護,105.09,49,
121,私立,新北市私立祥寶老人長期照顧中心(養護型),林哲弘,板橋區,新北市板橋區中山路1段206巷6號1樓-2樓,02-29539299,養護,103.06,48,
122,私立,新北市私立祥永老人長期照顧中心(養護型),吳忠憲,板橋區,新北市板橋區中山路1段206巷6號3樓,02-89535859,養護,95.06,49,
123,私立,新北市私立祥好尊榮老人養護中心,陳俊豪,板橋區,新北市板橋區中山路1段206巷6號4樓,02-29540868,養護,106.05,48,
124,私立,新北市私立祥弘老人長期照顧中心（養護型）,林韋丞,板橋區,新北市板橋區中山路1段206巷6號5樓,02-89533339,養護,102.08,48,
125,私立,新北市私立連旺老人長期照顧中心（養護型）,連昭晴,板橋區,新北市板橋區中山路1段311號、313號、315之1號,02-89520508,養護,96.01,47,
126,私立,新北市私立桐心老人養護中心,陳鴻文,板橋區,新北市板橋區中正路302號2樓,02-29688657,養護,90.05,42,
127,私立,新北市私立宏國老人長期照顧中心（養護型）,吳元耀,板橋區,新北市板橋區四川路2段16巷10號7樓,02-89667037,養護,98.11,49,
128,私立,新北市私立祥安居老人長期照顧中心（養護型）,李金祥,板橋區,新北市板橋區四川路2段16巷1號10樓,02-89665598,養護,102.01,44,
129,私立,新北市私立瑞昇老人長期照顧中心（養護型）,曾巫秀琴,板橋區,新北市板橋區四川路2段16巷1號1樓,02-89675498,養護,96.11,46,
130,私立,新北市私立慈徽老人養護中心,張鎮臺,板橋區,新北市板橋區四川路2段16巷1號2樓,02-89665598,養護,102.01,43,
131,私立,新北市私立陽光老人長期照顧中心（養護型）,李家均,板橋區,新北市板橋區四川路2段16巷1號5樓,02-89665598,養護,100.02,46,
132,私立,新北市私立皖美老人長期照顧中心（養護型）,張家銘,板橋區,新北市板橋區四川路2段16巷1號8樓,02-89665598,養護,106.02,47,
133,私立,新北市私立祥元尊榮老人長期照顧中心(養護型),陳松宏,板橋區,新北市板橋區四川路2段16巷8號6樓,02-89668658,養護,97.03,44,
134,私立,新北市私立領袖天下老人長期照顧中心(養護型),黃彥鑫,板橋區,新北市板橋區四川路2段16巷8號6樓之1,02-89668656,養護,97.12,37,
135,私立,新北市私立祥仁尊榮老人長期照顧中心(養護型),蔡政松,板橋區,新北市板橋區四川路2段16巷8號6樓之2,02-89668657,養護,101.05,49,
136,私立,新北市私立松園老人長期照顧中心（養護型）,吳昆松,板橋區,新北市板橋區四川路2段16巷8號7樓,02-89665034,養護,98.11,49,
137,私立,新北市私立鴻祥老人長期照顧中心（養護型）,陳柏安,板橋區,新北市板橋區四川路2段16巷9號8樓,02-89675401,養護,88.12,49,
138,私立,新北市私立仁民老人長期照顧中心（養護型）,黃政義,板橋區,新北市板橋區陽明街61號、61號2樓、61號3樓、61號4樓、61號5樓、61號6樓、61號7樓,02-22587336,養護,101.06,49,
139,私立,新北市私立迦蜜老人長期照顧中心（養護型）,范新鷺,板橋區,新北市板橋區廣權路10號2、3樓,02-29511181,養護,104.09,47,
140,私立,新北市私立重慶老人長期照顧中心(養護型),林巧靜,板橋區,新北市板橋區廣權路10號4樓,02-29648140,養護,102.03,29,
141,私立,新北市私立慧心老人長期照顧中心（養護型）,朱傳恩,板橋區,新北市板橋區廣權路2號2樓,02-29567230,養護,98.09,28,
142,私立,新北市私立心田老人長期照顧中心（養護型）,朱瑜慈,板橋區,新北市板橋區廣權路2號3樓、6號3樓,02-89511426,"養護
長照",96.1,45,
143,私立,新北市私立廣福老人養護中心,盧光亞,板橋區,新北市板橋區廣權路2號4樓,02-89514435,養護,95.04,49,
144,私立,新北市私立廣權老人養護中心,梁惠倫,板橋區,新北市板橋區廣權路2號5樓,02-89514435,養護,97.01,26,
145,私立,新北市私立安佳老人長期照顧中心（養護型）,徐三華,板橋區,新北市板橋區館前西路139號6樓,02-29688745,養護,106.03,40,
146,私立,新北市私立迦順老人長期照顧中心（養護型）,曾翠信,板橋區,新北市板橋區館前西路6號8樓,02-29645889,養護,97.1,49,
147,私立,新北市私立惟思老人養護中心,吳致融,林口區,新北市林口區三民路75號1樓,02-26000888,養護,97.1,43,
148,私立,新北市私立夏雨老人長期照顧中心（長期照護型）,吳思漢,林口區,新北市林口區三民路75號2樓,02-26000888,長照,102.9,41,
149,私立,新北市私立恆輝老人長期照顧中心（養護型）,李展權,泰山區,新北市泰山區明志路1段122巷33號,02-22962153,養護,98.01,36,
150,私立,新北市私立泰山台欣老人長期照顧中心(養護型),沈朝伍,泰山區,新北市泰山區明志路3段142巷8號8樓,02-29085527,養護,102.04,48,
151,私立,新北市私立思親老人長期照顧中心（養護型）,陳韋強,淡水區,新北市淡水區下圭柔山114之6號,02-26211033,養護,101.02,47,
152,私立,新北市私立思福老人長期照顧中心（養護型）,陳韋志,淡水區,新北市淡水區下圭柔山114之7號,02-26211033,養護,100.01,45,
153,私立,新北市私立思源老人養護中心,陳建慶,淡水區,新北市淡水區下圭柔山114之8號,02-26211033,養護,91.06,44,
154,私立,新北市私立新明厚老人長期照顧中心（養護型）,孟昭平,淡水區,新北市淡水區中正東路1段27號、27號2樓之1,02-26297290,養護,106.04,43,
155,私立,新北市私立富祥老人長期照顧中心（養護型）,蔣榮芳,淡水區,新北市淡水區民生路47之4號5、6樓、47之5號4、5樓,02-88093550,養護,100.1,36,
156,私立,新北市私立崇惠老人長期照顧中心（養護型）,鍾秋月,淡水區,新北市淡水區坪頂路70巷27號,02-86268833,養護,100.07,41,
157,私立,新北市私立模範老人養護中心,劉建梅,新店區,新北市新店區中正路20號3樓、26號3樓,02-29126188,養護,95.04,44,
158,私立,新北市私立榮華老人長期照顧中心(養護型),王明,新店區,新北市新店區中正路24號5樓、28號5樓,02-29124106,養護,106.02,42,
159,私立,新北市私立國泰老人長期照顧中心（養護型）,詹凱涵,新店區,新北市新店區中正路284巷4弄1號、1號2樓、1號3樓,02-29125619,養護,106.05,35,
160,私立,新北市私立匯安老人長期照顧中心（養護型）,廖麗如,新店區,新北市新店區中正路399巷7號1樓-4樓,02-86656656,養護,89.03,48,
161,私立,新北市私立莊敬老人長期照顧中心（養護型）,石朝元,新店區,新北市新店區中正路521巷1號3樓、3號3樓,02-22185571,養護,105.1,40,
162,私立,新北市私立溫昕老人長期照顧中心（養護型）,李玉淑,新店區,新北市新店區中正路539之3號2樓,02-22190258,養護,102.12,39,
163,私立,財團法人私立廣恩老人養護中心,林偉峰,新店區,新北市新店區北宜路2段579巷45號,02-22173517,"養護
長照",77.01,133,
164,私立,新北市私立新家老人長期照顧中心（養護型）,周中一,新店區,新北市新店區民生路13號4樓,02-22180877,養護,95.03,24,
165,私立,新北市私立康泰老人長期照顧中心（養護型）,何素娥,新店區,新北市新店區民生路15號3樓,02-22181535,養護,105.09,47,
166,私立,新北市私立溫馨老人長期照顧中心（養護型）,郭仙瓊,新店區,新北市新店區民權路147號4樓,02-82187408,養護,102.03,45,
167,私立,新北市私立亞洲老人長期照顧中心（養護型）,陳隆鴻,新店區,新北市新店區民權路42巷59弄2號2樓,02-86671476,養護,101.05,26,
168,私立,新北市私立亞恩老人長期照顧中心（養護型）,劉志榮,新店區,新北市新店區民權路42巷59弄2號5樓,02-89146536,養護,99.03,26,
169,私立,新北市私立大坪林老人長期照顧中心（養護型）,羅德蘭,新店區,新北市新店區民權路58號5樓、60號5樓,02-29111377,"養護
長照",95.01,46,
170,私立,新北市私立皇冠老人養護中心,黃伯超,新店區,新北市新店區民權路60號4樓,02-29125488,"養護
長照",97.02,47,
171,私立,新北市私立民權老人長期照顧中心(長期照護型),丘豐英,新店區,新北市新店區民權路88之1號2樓,02-86671476,長照,102.04,16,
172,私立,新北市私立日祥老人養護中心,宋德秋,新店區,新北市新店區百忍街38號,02-86659609,養護,89.1,21,
173,私立,新北市私立承新老人長期照顧中心（養護型）,孫國玉,新店區,新北市新店區百忍街38號2樓、3樓、40號2樓、3樓,02-86653731,養護,101.05,45,
175,私立,新北市私立南山老人長期照顧中心(養護型),蔡領珠,新店區,新北市新店區寶興路37號5樓,02-29125070,養護,105.04,49,
176,私立,新北市私立新中老人長期照顧中心(養護型),陳垂彥,新莊區,新北市新莊區中正路316號5樓,02-29938702,養護,104.09,41,
177,私立,新北市私立長恩老人長期照顧中心（養護型）,黃麗娟,新莊區,新北市新莊區中正路393號4樓、387號4樓、389號4樓,02-22013158,養護,100.04,49,
178,私立,新北市私立智英老人長期照護中心,劉江裕,新莊區,新北市新莊區中正路544-36號1樓,02-29085498,長照,93.12,25,
179,私立,新北市私立中英老人養護中心,劉靜怡,新莊區,新北市新莊區中正路544-36號2樓,02-29085498,養護,89.09,45,
180,私立,新北市私立傅英老人長期照顧中心（養護型）,劉江裕,新莊區,新北市新莊區中正路544-36號3樓,02-29085498,養護,92.08,45,
181,私立,新北市私立仁英老人養護中心,劉靜怡,新莊區,新北市新莊區中正路544-36號4樓,02-29085498,養護,105.03,45,
