編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,立案日期,核定床數,備註
15,私立,台南市私立崇善老人養護中心,顏耿彬,東區,臺南市東區崇善路1089巷57號,06-3364911,養護,89.08.18,45,
16,私立,台南市私立中華老人養護中心,張勝龍,東區,臺南市東區崇善路741號,06-3356320,養護,89.10.16,18,
17,私立,台南市私立平安老人養護中心,林子晴,東區,臺南市東區崇明二十街23號,06-2602050,養護,95.11.13,49,
18,私立,台南市私立千慈老人養護中心,王琪雯,東區,臺南市東區崇道路139號,06-2906407,養護,95.05.29,35,
19,私立,台南市私立同德老人養護中心,張玲琍,東區,臺南市東區崇德二十六街7號,06-2697970,養護,95.11.16,48,
20,私立,臺南市私立有德老人長期照顧中心(養護型),李榮妹,東區,臺南市東區自由路1段61號,06-3352768,養護,102.01.14,48,
21,私立,臺南市私立臻德老人長期照顧中心(養護型),郭湘苓,東區,臺南市東區仁和路208巷27號,06-2696828,養護,105.04.20,46,
22,私立,臺南市私立福康老人長期照顧中心(養護型),陳念彤,南區,臺南市南區大同路2段640巷35弄3、5號,06-2908005,養護,100.12.12,21,
23,私立,台南市私立瑞園老人長期照顧中心(養護型),葉銀珠,南區,臺南市南區三官路205號,06-2652911,養護,97.05.27,48,
24,私立,財團法人台灣省台南市天主教仁愛修女會附設台南市私立老吾老養護中心,謝菊英,南區,臺南市南區金華路1段530巷19號,06-2643837,"養護
長照",80.01.03,79,
25,私立,臺南市私立國民老人長期照顧中心(養護型),潘永良,南區,臺南市南區國民路60巷9號,06-2891829,養護,100.10.03,38,
26,私立,台南市私立明興老人養護中心,謝秋芃,南區,臺南市南區明興路320號2-3樓,06-2622377,養護,95.05.08,48,
27,私立,台南市私立健康老人長期照顧中心(養護型),黃棠琳,南區,臺南市南區永南街20號,06-2614516,養護,99.04.21,45,
28,私立,台南市私立長生老人養護中心,涂新榮,南區,臺南市南區南功街36號,06-2916098,養護,91.09.30,47,
29,私立,臺南市私立樂活屋老人長期照顧中心(養護型),王曉嵐,南區,臺南市南區新興路173號,06-2640777,養護,101.04.23,48,
30,私立,臺南市私立惠慈老人長期照顧中心(養護型),楊穎麟,南區,臺南市南區公英一街37巷35號、41號,06-3368789,養護,101.04.23,38,
31,私立,臺南市私立永佳老人長期照顧中心(養護型),洪宗廷,南區,臺南市南區永成路2段827巷25弄28號3樓,06-2960052,養護,104.04.10,24,
32,私立,臺南市私立康得老人長期照顧中心(養護型),黃雅慧,南區,臺南市南區公英一街37巷26號,06-2670027,養護,105.02.22,19,
33,私立,臺南市私立森川老人長期照顧中心(養護型),杜政憲,南區,臺南市南區喜東里12鄰明興路735巷31號,06-2626009,養護,107.02.07,48,
34,私立,臺南市私立永承老人長期照顧中心(養護型),洪宗廷,南區,臺南市南區永成路2段827巷25弄28號1、2樓,06-2965588,養護,108.09.09,38,
35,私立,台南市私立慈愛老人養護中心,黃茂榮,北區,臺南市北區北園街89號3樓,06-2088818,養護,89.12.05,49,
36,私立,台南市私立聖功老人養護中心,邱孟秋,北區,臺南市北區文成路785號,06-2591081,養護,91.09.30,40,
37,私立,臺南市私立佳和老人長期照顧中心(養護型),李旻峰,北區,臺南市北區北成路350號,06-2826717,養護,105.04.14,47,
38,私立,臺南市私立宜家老人長期照顧中心(養護型),徐心怡,北區,臺南市北區成功路246號,06-2230861,養護,105.04.06,44,
39,私立,臺南市私立正覺老人長期照顧中心(養護型),顏雅鈴,北區,臺南市北區正覺街47號,06-2525882,養護,103.01.28,48,
40,私立,臺南市私立詮恩老人長期照顧中心(養護型),鄭美芳,北區,臺南市北區公園路952巷42號,06-2520670,養護,103.05.30,47,
41,公設民營,臺南市政府社會局委託財團法人樹河社會福利基金會經營臺南市悠然綠園安養暨長期照顧中心,呂香儀,安平區,臺南市安平區建平路2號,06-2957168,"養護
長照
安養
失智",105.08.17,200,
42,私立,財團法人台南市私立吾愛吾家養護中心,徐子健,安平區,臺南市安平區永華12街27巷10號,06-2952763,養護,90.03.27,68,
43,私立,台南市私立馨心老人養護中心,黃彥縉,安平區,臺南市安平區安平路162號,06-2507032,養護,95.11.08,25,
44,私立,台南市私立和豐園老人長期照顧中心(養護型),楊憲宏,安南區,臺南市安南區國安街196、198號,06-2800959,養護,99.07.22,48,
45,私立,台南市私立同安老人長期照顧中心(養護型),謝俊廷,安南區,臺南市安南區同安路17巷18號,06-2466618,養護,99.03.18,48,
46,私立,台南市私立佑康老人長期照顧中心(養護型),方彩蓮,安南區,臺南市安南區安通路4段119巷24號,06-2569757,養護,99.02.02,23,
47,私立,臺南市私立佳欣老人長期照顧中心(養護型),吳素娟,安南區,臺南市安南區公學路4段54巷117號,06-2872816,養護,89.09.01,37,
48,私立,台南市私立麗新老人養護中心,毛根發,安南區,臺南市安南區公學路4段54巷90號,06-2873078,養護,88.12.28,31,
49,私立,臺南市私立愛和老人長期照顧中心(養護型),陳書苹,安南區,臺南市安南區海佃路3段273號,06-2560884,養護,106.06.03,48,
50,私立,臺南市私立安和老人長期照顧中心(養護型),楊怡亭,安南區,臺南市安南區長和路4段283號,06-2558385,養護,101.11.12,48,
51,私立,臺南市私立美麗園老人長期照顧中心(養護型),陳慧珊,安南區,臺南市安南區北汕尾三路532號,06-2571212,養護,103.06.18,48,
52,私立,臺南市私立裕康美老人長期照顧中心(養護型),戴麗娟,安南區,臺南市安南區北汕尾三路536號,06-2571212,養護,105.03.08,49,
53,私立,臺南市私立怡安老人長期照顧中心(養護型),郭家伶,安南區,臺南市安南區怡安路二段516巷86號1樓,"06-2455566
06-2565108",養護,105.12.08,49,
54,私立,臺南市私立東園老人長期照顧中心(養護型) ,潘煥昇,安南區,臺南市安南區學東里公學路六段360號,06-2873663,養護,107.05.25,49,
55,私立,臺南市私立順安老人長期照顧中心(養護型),張晴雯,安南區,臺南市安南區怡安路二段516巷86號2樓,06-2459966,養護,108.01.31,49,
56,私立,臺南市私立萬安老人長期照顧中心(養護型),林伽蓉,新營區,臺南市新營區中營里東山中路57號,06-6330899,養護,93.04.15,49,
57,私立,臺南市私立萬泰老人長期照顧中心(養護型),許淑美,新營區,臺南市新營區中營里東山中路55號,06-6330899,養護,102.03.01,49,
58,私立,臺南市私立欣園老人長期照顧中心(養護型),顏上沐,新營區,臺南市新營區大宏里綠川路8號,06-6337830,養護,103.07.03,48,
59,私立,臺南市私立合信老人長期照顧中心(養護型),黃政良,新營區,臺南市新營區新南里明清街14號、14-1號、14-2號、14-3號、14-4號,06-6572886,養護,106.10.27,38,
60,私立,臺南市私立泰安老人養護中心,許漢松,新營區,臺南市新營區中營里東山三路69之1號,06-6352262,養護,89.12.12,49,
61,私立,臺南市私立美安老人養護中心,蘇倩君,新營區,臺南市新營區中營里東山三路69號,06-6352262,養護,91.05.09,36,
62,私立,臺南市私立新營老人長期照顧中心(養護型),陳惠蕙,新營區,臺南市新營區舊?里2之10號及2之11號,06-6581517,養護,101.10.11,48,
63,私立,臺南市私立太子宮老人養護中心,陳茂林,新營區,臺南市新營區太南里太子宮316-10及316-11號,06-6525528,養護,91.12.24,49,
64,私立,臺南市私立佑安老人長期照顧中心(養護型),吳珮君,新營區,臺南市新營區長榮路一段530巷16號,06-6325999,養護,107.04.18,49,
65,私立,財團法人臺南市私立麻豆社會福利慈善事業基金會附設臺南市私立麻豆老人養護中心,黃旭清,麻豆區,臺南市麻豆區中民里謝厝寮101號之35,06-5710979,養護,94.04.12,164,
66,私立,臺南市私立清心園老人長期照顧中心(養護型),陳莉姝,麻豆區,臺南市麻豆區港尾里客子寮1-27號,06-5700010,養護,95.11.10,48,
67,私立,臺南市私立公園老人長期照顧中心(養護型),張玉琴,佳里區,臺南市佳里區六安里佳北路165及165-1號,06-7212829,養護,100.12.23,48,
68,私立,臺南市私立宏瑋養護院,郭靜如,佳里區,臺南市佳里區建南里四維二街223號,06-7230265,養護,90.03.01,48,
69,私立,臺南市私立宏佳老人養護院,吳玟儀,佳里區,臺南市佳里區建南里四維二街221號,06-7230265,養護,92.05.21,39,
70,私立,臺南市私立宏祐老人養護之家,吳芬蘭,佳里區,臺南市佳里區海澄里番子寮45號之16,06-7215700,養護,95.04.21,49,
71,私立,臺南市私立宏丞老人養護之家,陳秀虹,佳里區,臺南市佳里區海澄里番子寮45號之15,06-7215800,養護,97.03.10,46,
72,私立,臺南市私立康泰老人長期照顧中心(養護型),李月娥,佳里區,臺南市佳里區建南里佳南路799號,06-7222955,養護,102.09.25,48,
73,私立,臺南市私立康健老人長期照顧中心(養護型),楊福美,佳里區,臺南市佳里區建南里佳南路797號,06-7222977,養護,105.01.07,49,
74,私立,臺南市私立天寶老人長期照顧中心(養護型),陳孟秀,新化區,臺南市新化區唪口里唪口201號,06-5982336,養護,105.12.15,49,
75,私立,臺南市私立松柏養護之家,陳瑞惠,新化區,臺南市新化區全興里竹子腳136之1號,06-5980662,養護,91.08.12,48,
76,私立,財團法人臺南市私立佛教觀音村社會福利慈善事業基金會附設臺南市私立觀音村老人養護靜修院,林妘,新化區,臺南市新化區那拔里那拔林1-10號,06-5912800,養護,94.11.30,80,
77,私立,財團法人臺灣省臺南市臺灣首廟天壇附設臺南市私立天壇老人養護中心,林怡妏,新化區,臺南市新化區知義里新和庄22號,06-5800111,養護,90.09.17,250,
78,私立,臺南市私立安心養護之家,楊瑞璋,善化區,臺南市善化區昌隆里東勢寮1之17號,06-5835388,養護,91.06.07,46,
79,私立,臺南市私立健樂老人長期照顧中心(養護型),楊珮君,學甲區,臺南市學甲區豐和里美和4之51號,06-7830536,養護,90.11.22,49,
80,私立,臺南市私立樂健心?老人長期照顧中心(養護型),涂秋梅,學甲區,臺南市學甲區豐和里美和4之53號,06-7830536,養護,106.07.31,49,
81,私立,臺南市私立學甲老人養護中心,李亞哲,學甲區,臺南市學甲區秀昌里煥昌140-52號,06-7820353,養護,95.11.08,49,
82,私立,臺南市私立馨園老人長期照顧中心(養護型),吳勁緯,學甲區,臺南市學甲區新達里中山路98號,06-7834077,養護,100.07.01,48,
83,私立,臺南市私立存德老人養護中心,黃義田,後壁區,臺南市後壁區菁豐里1之4號,06-6623588,養護,91.06.24,45,
84,私立,臺南市私立廣恩老人養護中心,吳佩諭,東山區,臺南市東山區三榮里木柵60號之1,06-6801785,養護,92.08.26,49,
85,私立,臺南市私立大慶老人長期照顧中心(養護型),蔡惠萍,東山區,臺南市東山區東中里12鄰育群街1號,06-6804197,養護,103.07.02,44,
86,私立,臺南市私立和平老人長期照顧中心(養護型),黃建陵,下營區,臺南市下營區仁里里工業街2巷19號,06-6898268,養護,93.07.13,48,
87,公設民營,臺南市政府社會局委託財團法人高雄市私立萃文書院社會福利慈善事業基金會經營臺南市官田老人養護中心,陳育娟,官田區,臺南市官田區隆本里中華路一段325號,06-5790749,養護,94.06.30,152,
88,私立,臺南市私立康慈老人長期照顧中心(養護型),吳淑芬,大內區,臺南市大內區頭社里頭社83之16號,06-5761878,養護,98.04.06,49,
89,私立,臺南市私立藤澤養護之家,鄭登峰,西港區,臺南市西港區劉厝里十三鄰劉厝110之3號,06-7952180,養護,90.04.10,40,
90,私立,臺南市私立春柏老人長期照顧中心(養護型),吳長剛,西港區,臺南市西港區永樂里溪埔寮162號,06-7955397,養護,104.11.18,48,
91,私立,臺南市私立家園老人養護中心,洪惠娟,西港區,臺南市西港區慶安里中山路479號,06-7955282,養護,96.02.08,49,
92,私立,臺南市私立為仁老人長期照顧中心(養護型),楊淑雅,西港區,臺南市西港區慶安里中州89號,06-7956402,養護,100.12.13,48,
93,私立,臺南市私立藤龍老人長期照顧中心(養護型),蔡卉姍,西港區,臺南市西港區劉厝里劉厝8之15號,06-7958138,養護,106.06.14,49,
94,私立,臺南市私立順園老人長期照顧中心（養護型）,黃華山,將軍區,臺南市將軍區長榮里長榮66-12號,06-7941286,養護,101.02.29,48,
95,私立,臺南市私立喜園老人長期照顧中心（養護型）,陳江圻,將軍區,臺南市將軍區長榮里長榮66-11號,06-7941286,養護,103.04.01,48,
96,私立,臺南市私立善園老人長期照顧中心（養護型）,黃信義,將軍區,臺南市將軍區長榮里長榮66-13號,06-7941286,養護,108.08.12,48,
97,私立,臺南市私立惠群老人長期照顧中心(養護型),鄭萬得,仁德區,臺南市仁德區成功里成功一街106號,06-2684356,養護,97.04.29,31,
98,私立,臺南市私立慈安老人長期照顧中心(養護型),賴慧君,仁德區,臺南市仁德區成功里成功二街200號,06-2905728,養護,99.05.21,48,
99,私立,臺南市私立迦南山莊老人長期照顧中心(養護型),王文惠,仁德區,臺南市仁德區仁德里裕忠三街85號,06-2884303,養護,103.07.16,49,
100,私立,臺南市私立尚美老人養護中心,楊詩穎,仁德區,臺南市仁德區後壁里中正路2段187巷12、16號,06-2496576,養護,96.02.02,27,
101,私立,臺南市私立長祐老人長期照顧中心(養護型),葉威廷,仁德區,臺南市仁德區中洲里中生街252巷52號,06-2666425,養護,103.03.03,49,
102,私立,臺南市私立仁田老人長期照顧中心(養護型),田志鵬,仁德區,臺南市仁德區仁德里文華路三段460號,06-2797977,養護,99.06.07,30,
103,私立,臺南市私立恩欣老人長期照顧中心(養護型),林照紅,仁德區,臺南市仁德區仁德里19鄰文華路三段116號,06-2895999,養護,106.06.13,45,
104,私立,臺南市私立媽廟老人養護院,吳宗頂,歸仁區,臺南市歸仁區媽廟里和順路一段336巷16號,06-2719123,養護,91.06.13,48,
105,私立,臺南市私立歸仁愛心養護中心,王永祿,歸仁區,臺南市歸仁區七甲里中正北路2段417巷118號,06-2396618,養護,91.09.25,48,
106,私立,臺南市私立友廉養護中心,楊瑞村,永康區,臺南市永康區六合里六合路55之1號,06-2020707,養護,89.03.08,32,
107,私立,臺南市私立保健老人長期照顧中心（養護型）,華桂花,永康區,臺南市永康區五王里五福街19、21、23號,06-2028884,養護,89.04.08,31,
108,私立,臺南市私立南臺養護中心,李素?,永康區,臺南市永康區尚頂里南臺街65號,06-2425538,養護,90.08.16,48,
109,私立,臺南市私立永康慈善老人養護之家,陳其榮,永康區,臺南市永康區龍潭里龍國街562號,06-2015439,養護,94.11.07,44,
110,私立,臺南市私立維康老人養護中心,康秀鈴,永康區,臺南市永康區大橋里大橋五街151號,06-3027655,養護,96.01.11,39,
111,私立,臺南市私立和春老人長期照顧中心(養護型),黃俊霖,永康區,臺南市永康區五王里振興路98號,06-3025908,養護,96.10.18,49,
112,私立,臺南市私立康鈞老人長期照顧中心(養護型),林燕煌,永康區,臺南市永康區二王里8鄰中山南路858號,06-2020816,養護,98.12.11,48,
113,私立,臺南市私立樺馨苑老人長期照顧中心(養護型),洪嘉珮,永康區,臺南市永康區網寮里大灣路942巷641弄75號,06-2719998,養護,103.07.28,48,
114,私立,臺南市私立陽光老人長期照顧中心(養護型),李素琴,永康區,臺南市永康區二王里47鄰中山東路25號1樓,06-3020288,養護,105.04.22,24,
115,私立,臺南市私立宜仁老人長期照顧中心(養護型),李健成,永康區,臺南市永康區中山北路385巷3弄4號,06-2019321,養護,105.11.18,45,
116,私立,臺南市私立玉山老人長期照顧中心(養護型),邱孟秋,山上區,臺南市山上區豐德里隙子口39號,,養護,110.03.16,49,尚未營運故無電話
,,,,,,,,,,
其他,,,,,,,,,,
歇業,私立,臺南市私立天和老人長期照顧中心(養護型),郭雅惠,後壁區,後壁區頂安里頂寮290之2號,06-6355553,養護,91.12.12,48,已歇業
歇業,私立,臺南市私立融園老人長期照顧中心(養護型),陳多儷,官田區,官田區拔林里86之5號,06-5793333,養護,91.06.21,49,已歇業
歇業,私立,臺南市私立長和老人長期照顧中心(養護型),吳美蘭,安南區,臺南市安南區長和路4段285號,06-2552551,養護,101.11.12,48,已歇業
