編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,立案日期,核定床數,備註
47,私立,臺北市私立景安老人長期照顧中心(養護型),吳米加,文山區,臺北市文山區景慶里001鄰溪口街1巷5號1~2樓,02-29325698,養護,99.12,41,
48,私立,臺北市私立心慈老人養護所,林秋紅,文山區,臺北市文山區興業里022鄰辛亥路5段120-1號1~4樓,02-29314730,養護,92.04,22,
49,私立,臺北市私立慧誠老人長期照顧中心(養護型),郭淑媛,文山區,臺北市文山區木柵里025鄰木柵路2段163、165號1~5樓,02-29392222,養護,102.12,48,
50,私立,臺北市私立蓮馨老人長期照顧中心(養護型),董曉璇,文山區,臺北市文山區萬和街6號8樓,02-82300373,養護,103.02,29,
51,私立,臺北市私立慈安老人長期照顧中心(養護型),蔡淑芬,文山區,臺北市文山區萬有里001鄰興隆路1段2、4號1~4樓,02-29337745,養護,87.08,47,
52,私立,臺北市私立美安老人長期照顧中心(養護型),吳米加,文山區,臺北市文山區景慶里001鄰溪口街1巷5號3-4樓,02-29316388,養護,99.07,45,
53,私立,臺北市私立景興老人長期照顧中心(養護型),吳清璇,文山區,臺北市文山區景行里021鄰景興路222號3樓,02-29349412,養護,98.09,38,
54,私立,臺北市私立三園老人長期照顧中心(養護型),劉偉如,文山區,臺北市文山區景行里002鄰車前路12號3-4樓,02-29321147,養護,99.1,48,
55,私立,臺北市私立吉祥老人長期照顧中心(養護型),黃玉珍,文山區,臺北市文山區木柵里004鄰木柵路3段85巷8弄4-1、4-2號1樓及2、2-1、2-2、4、4-1、4-2號2樓,02-22343511,養護,98.12,43,
56,"公設
民營",臺北市文山老人養護中心,王仁宏,文山區,臺北市文山區興豐里016鄰興隆路2段95巷8號3~6樓,02-89313190,"養護  
",90.02,46,
57,"公設
民營",臺北市兆如老人安養護中心,胡世賢,文山區,臺北市文山區政大里005鄰政大二街129號,02-86616365,"安養
養護
長照
",91.02,453,
58,私立,臺北市私立慧華老人長期照顧中心(養護型),王輝鴻,文山區,臺北市文山區興隆路2段154巷11號1樓,02-29356272,養護,102.03,30,
59,私立,臺北市私立萬芳老人長期照顧中心(養護型),劉宥均,文山區,臺北市文山區萬和街8號3樓,02-22303000,養護,105.01,48,
60,私立,臺北市私立尊暉老人長期照顧中心(養護型),任棟平,北投區,臺北市北投區石牌路2段343巷17號1~2樓,02-28761997,養護,103.03,26,
61,私立,臺北市私立賢暉老人長期照顧中心(養護型),蔡玉真,北投區,臺北市北投區石牌路2段315巷34弄14、16號1樓,02-28710770,養護,91.05,18,
62,私立,臺北市私立高德老人長期照顧中心(養護型),鄭人豪,北投區,臺北市北投區磺港路156號1~3樓,02-28982418,養護,106.6.1,45,
63,私立,臺北市私立陽明山老人長期照顧中心(養護型),王學賢,北投區,臺北市北投區湖山里006鄰紗帽路116號,02-28615006,養護,91.01,36,
64,私立,臺北市私立全家老人長期照顧中心(養護型),陳非   ,北投區,臺北市北投區永和里007鄰行義路96巷1號1~2樓,02-28761692,養護,90.04,29,
65,私立,臺北市私立倚青園老人長期照顧中心(養護型),郭梅玉,北投區,臺北市北投區永明里008鄰義理街63巷4弄7、11之1~3號1樓,02-28283533,養護,89.02,31,
66,私立,臺北市私立榮健老人長期照顧中心(養護型),林立人,北投區,臺北市北投區建民里016鄰文林北路94巷5弄13號1~2樓、15號2樓,02-28216113,養護,88.12,46,
67,私立,臺北市私立全寶老人長期照顧中心(養護型),古倩,北投區,臺北市北投區永欣里014鄰石牌路2段315巷16弄2、2-1號1樓,02-28710793,養護,88.11,24,
68,私立,臺北市私立義行老人長期照顧中心(養護型),林萬知,北投區,臺北市北投區永和里001鄰石牌路2段357巷1號4~6樓,02-28767880,養護,88.11,49,
69,私立,臺北市私立建民老人長期照顧中心(養護型),曹寧,北投區,臺北市北投區文林里019鄰建民路22、24、26、26之1號1樓,02-28250799,養護,88.1,34,
70,私立,臺北市私立榮祥老人長期照顧中心(養護型),蔡汶儒,北投區,臺北市北投區文林里019鄰文林北路166巷5弄2號1~2樓、4號1樓,02-28213709,養護,88.09,34,
71,私立,臺北市私立北投老人長期照顧中心(養護型),許雅惠,北投區,臺北市北投區公館路231巷20號1樓,02-28937412,養護,88.09,17,
72,私立,臺北市私立全泰老人長期照顧中心(養護型),陳莉茵,北投區,臺北市北投區永和里006鄰行義路105號1~2樓,02-28747739,養護,88.09,41,
73,私立,臺北市私立崇順老人養護所,鍾秋月,北投區,臺北市北投區關渡里013鄰知行路52巷1號、54號1~2樓,02-28581979,養護,88.09,27,
74,私立,臺北市私立聖心老人養護所,陸秀真,北投區,臺北市北投區稻香路321號1樓,02-28913890,養護,88.08,18,
75,私立,臺北市私立精英國際老人長期照顧中心(養護型),劉俊昇,北投區,臺北市北投區關渡里003鄰關渡路60、62之1號1樓,02-28582701,養護,106.6.9,26,
76,私立,臺北市私立怡靜老人長期照顧中心(養護型),林碧瑤,北投區,臺北市北投區吉利里002鄰致遠二路96巷3弄1、3號1樓,02-28200437,養護,104.04,23,
77,私立,臺北市私立貴族老人長期照顧中心(養護型),桑予群,北投區,臺北市北投區大同里013鄰大業路452巷2號2~5樓,02-28965555,養護,94.12,42,
78,私立,臺北市私立行義老人長期照顧中心(養護型),林萬知,北投區,臺北市北投區永和里001鄰石牌路2段357巷1號1~3樓,02-28729599,養護,95.09,49,
79,私立,臺北市私立豪門老人長期照顧中心(養護型),張妤安,北投區,臺北市北投區大同里013鄰大業路452巷2號6~9樓,02-28954492,養護,105.11.16,42,
80,私立,臺北市私立安安老人長期照顧中心(養護型),林姿君,北投區,臺北市北投區奇岩里003鄰公館路194、196號1樓,02-28953298,養護,97.09,12,110年7月1日停業
81,私立,臺北市私立奇里岸老人長期照顧中心(養護型),張桂英,北投區,臺北市北投區立農里013鄰西安街2段245號1.2樓,02-28275139,養護,105.06.29,36,
82,私立,財團法人台灣基督教道生院附設臺北市私立道生院老人長期照顧中心(養護型),翁瑞亨,北投區,臺北市北投區秀山里002鄰中和街錫安巷112號1.2樓及地下1樓,02-28936161,養護,100.01,88,
83,公立,臺北市立浩然敬老院,童富泉,北投區,臺北市北投區關渡里016鄰知行路75號,02-28581081,"安養
養護",75.02,400,
84,私立,臺北市私立同德老人長期照顧中心(養護型),李佩芡,北投區,臺北市北投區榮華里004鄰明德路306號1-7樓,02-28281328,養護,101.04,41,
85,私立,臺北市私立群英老人長期照顧中心(養護型),鄭淑芬,松山區,臺北市松山區仁愛里013鄰敦化南路1段7號4樓,02-25791400,養護,93.06,24,
86,私立,臺北市私立台大老人長期照顧中心(養護型),鄭淑卿,松山區,臺北市松山區仁愛里013鄰敦化南路1段7號4樓之1,02-25792816,養護,89.12,24,
87,私立,臺北市私立仁仁老人長期照顧中心(養護型),王筱璇,松山區,臺北市松山區新聚里003鄰南京東路5段356號2樓,02-27659900,養護,105.08.11,34,
88,私立,臺北市私立康壯老人長期照顧中心(養護型),李碧欗,松山區,臺北市松山區吉祥里001鄰八德路4段203、205號1、2樓,02-27686697,養護,103.05,49,
89,私立,臺北市私立倚青苑老人養護所,江國華   ,信義區,臺北市信義區永春里002鄰中坡北路21號1~2樓、23號2樓,02-27477232,養護,89.06,28,因疫情機構清消，住民皆遷出
90,私立,臺北市私立康庭老人養護所,黃美祺,信義區,臺北市信義區安康里017鄰信義路6段15巷16號1樓,02-23460684,養護,88.07,29,
91,私立,臺北市私立福安老人長期照顧中心(養護型),顧致德,南港區,臺北市南港區萬福里 007鄰 玉成街140巷21、23號2樓,02-27850584,養護,88.01,20,
92,私立,臺北市私立葉媽媽老人長期照顧中心(養護型),郭淑媛,萬華區,臺北市萬華區錦德里012鄰西園路2段243之13號1~4樓,02-23329986,養護,106.5.5,30,
93,私立,財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心,洪山川,萬華區,臺北市萬華區保德里001鄰德昌街125巷11號1~4樓、13號1樓,"02-23046715~6
02-23046602",失智,90.03,62,110.1.14縮減床位，原64床減為62床
94,私立,臺北市私立葉爸爸老人長期照顧中心(養護型),黃玉珍,萬華區,臺北市萬華區錦德里012鄰西園路2段243之14號1~4樓,02-23329985,養護,106.5.12,31,
95,私立,臺北市私立中山老人長期照顧中心(養護型),趙芬蘭,萬華區,臺北市萬華區菜園里001鄰峨眉街124號、124之1號1樓,02-23759590,養護,105.08.02,26,
96,私立,財團法人臺北市私立恆安老人長期照顧中心(長期照護型),胡世賢,萬華區,臺北市萬華區騰雲里004鄰水源路187號,02-23327973,長照,83.01,117,
97,私立,財團法人臺北市私立愛愛院,陳?松,萬華區,臺北市萬華區糖?里006鄰大理街175巷27號,02-23060493,養護,48.11,238,
98,私立,臺北市私立軒儀老人長期照顧中心(養護型),盧嘉富,萬華區,臺北市萬華區華江里028鄰和平西路3段384號1樓,02-23088661,養護,98.07,47,
,,,,,,,,,,
,,,,,,,,,,
其他,,,,,,,,,,
109.2.18歇業,私立,臺北市私立華安老人長期照護中心,葉錦珠,大安區,臺北市大安區光復南路116巷1、3、5號5樓及3號6樓,02-27717172#60061,長照,102.11,20,
,私立,臺北市私立全民老人長期照顧中心(養護型),陳莉茵,北投區,臺北市北投區永欣里013鄰石牌路2段317號1~2樓,"02-28711625
 02-28316666",養護,88.06,24,110.3.2歇業
